"t","x","v","a","F","Ec","Ey","<E></E>t"
3.35,0.0997657,0.000677694,-5.96777,0,1.14817e-07,0.0024883,0.00248841
3.36,0.0997582,-0.00031989,5.76824,0,2.55825e-08,0.00248792,0.00248795
3.37,0.0997706,-0.00131755,5.76823,0,4.33981e-07,0.00248854,0.00248898
3.38,0.099773,-0.00231528,5.76823,0,1.34013e-06,0.00248866,0.00249
3.39,0.0997655,-0.00331299,5.76823,0,2.74397e-06,0.00248829,0.00249103
3.4,0.0997539,0.00407228,-5.96775,0,4.14586e-06,0.00248771,0.00249186
3.41,0.0997684,0.00307467,-5.96777,0,2.3634e-06,0.00248843,0.00249079
3.42,0.0997728,0.00207697,-5.96777,0,1.07845e-06,0.00248865,0.00248973
3.43,0.0997673,0.00107926,-5.96777,0,2.91203e-07,0.00248838,0.00248867
3.44,0.0997518,8.16624e-05,-5.96775,0,1.66719e-09,0.0024876,0.00248761
3.45,0.0997622,-0.000915892,5.76824,0,2.09714e-07,0.00248812,0.00248833
3.46,0.0997687,-0.00191356,5.76823,0,9.15427e-07,0.00248845,0.00248936
3.47,0.0997651,-0.00291125,5.76823,0,2.11884e-06,0.00248827,0.00249039
3.48,0.0997516,-0.00390885,5.76825,0,3.81978e-06,0.0024876,0.00249142
3.49,0.0997581,0.0034765,-5.96776,0,3.02151e-06,0.00248792,0.00249094
3.5,0.0997666,0.00247888,-5.96777,0,1.53621e-06,0.00248834,0.00248988
3.51,0.099765,0.00148122,-5.96777,0,5.48502e-07,0.00248827,0.00248881
3.52,0.0997536,0.00048362,-5.96775,0,5.84722e-08,0.00248769,0.00248775
3.53,0.0997501,-0.000513855,5.76825,0,6.60117e-08,0.00248752,0.00248758
3.54,0.0997605,-0.00151142,5.76824,0,5.71097e-07,0.00248804,0.00248861
3.55,0.099761,-0.00250904,5.76824,0,1.57382e-06,0.00248807,0.00248964
3.56,0.0997516,-0.00350663,5.76825,0,3.07411e-06,0.00248759,0.00249067
3.57,0.0997441,0.00387878,-5.96774,0,3.76124e-06,0.00248722,0.00249098
3.58,0.0997566,0.00288128,-5.96776,0,2.07545e-06,0.00248784,0.00248992
3.59,0.0997591,0.0018837,-5.96776,0,8.87086e-07,0.00248797,0.00248886
3.6,0.0997516,0.000886148,-5.96775,0,1.96315e-07,0.0024876,0.00248779
3.61,0.0997342,-0.000111288,5.76827,0,3.09625e-09,0.00248673,0.00248673
3.62,0.0997487,-0.00110871,5.76825,0,3.07311e-07,0.00248745,0.00248776
3.63,0.0997532,-0.00210624,5.76825,0,1.10906e-06,0.00248768,0.00248878
3.64,0.0997477,-0.00310376,5.76825,0,2.40833e-06,0.0024874,0.00248981
3.65,0.0997323,-0.00410118,5.76827,0,4.20492e-06,0.00248663,0.00249084
3.66,0.0997429,0.00328433,-5.96774,0,2.6967e-06,0.00248716,0.00248986
3.67,0.0997494,0.00228687,-5.96775,0,1.30744e-06,0.00248749,0.00248879
3.68,0.099746,0.00128939,-5.96775,0,4.15631e-07,0.00248731,0.00248773
3.69,0.0997326,0.000291991,-5.96773,0,2.13147e-08,0.00248665,0.00248667
3.7,0.0997331,-0.000705295,5.76827,0,1.2436e-07,0.00248667,0.0024868
3.71,0.0997417,-0.00170268,5.76826,0,7.24782e-07,0.0024871,0.00248783
3.72,0.0997403,-0.00270011,5.76826,0,1.82265e-06,0.00248703,0.00248885
3.73,0.0997289,-0.00369747,5.76827,0,3.41783e-06,0.00248646,0.00248988
3.74,0.0997315,0.00368813,-5.96773,0,3.40057e-06,0.00248659,0.00248999
3.75,0.0997421,0.00269076,-5.96774,0,1.81005e-06,0.00248712,0.00248893
3.76,0.0997427,0.00169334,-5.96774,0,7.16848e-07,0.00248715,0.00248787
3.77,0.0997333,0.000695953,-5.96773,0,1.21088e-07,0.00248668,0.0024868
3.78,0.0997259,-0.000301308,5.76827,0,2.26966e-08,0.00248632,0.00248634
3.79,0.0997385,-0.00129864,5.76826,0,4.21617e-07,0.00248694,0.00248737
3.8,0.0997412,-0.00229605,5.76826,0,1.31797e-06,0.00248708,0.00248839
3.81,0.0997338,-0.00329345,5.76827,0,2.7117e-06,0.00248671,0.00248942
3.82,0.0997225,0.00409214,-5.96772,0,4.18639e-06,0.00248614,0.00249033
3.83,0.0997371,0.00309484,-5.96774,0,2.39451e-06,0.00248687,0.00248927
3.84,0.0997418,0.00209745,-5.96774,0,1.09982e-06,0.0024871,0.0024882
3.85,0.0997364,0.00110005,-5.96774,0,3.0253e-07,0.00248684,0.00248714
3.86,0.0997211,0.000102761,-5.96772,0,2.63995e-09,0.00248608,0.00248608
3.87,0.0997318,-0.000894488,5.76827,0,2.00027e-07,0.00248661,0.00248681
3.88,0.0997385,-0.00189185,5.76826,0,8.94776e-07,0.00248694,0.00248783
3.89,0.0997352,-0.00288924,5.76826,0,2.08692e-06,0.00248678,0.00248886
3.9,0.0997219,-0.00388654,5.76828,0,3.7763e-06,0.00248611,0.00248989
3.91,0.0997286,0.0034991,-5.96773,0,3.06093e-06,0.00248645,0.00248951
3.92,0.0997373,0.00250178,-5.96774,0,1.56472e-06,0.00248688,0.00248844
3.93,0.099736,0.00150441,-5.96774,0,5.65811e-07,0.00248682,0.00248738
3.94,0.0997247,0.0005071,-5.96772,0,6.42875e-08,0.00248625,0.00248632
3.95,0.0997214,-0.000490088,5.76828,0,6.00466e-08,0.00248609,0.00248615
3.96,0.0997322,-0.00148737,5.76827,0,5.53066e-07,0.00248663,0.00248718
3.97,0.0997329,-0.00248471,5.76827,0,1.54344e-06,0.00248666,0.00248821
3.98,0.0997237,-0.00348201,5.76828,0,3.0311e-06,0.0024862,0.00248923
3.99,0.0997164,0.00390367,-5.96772,0,3.80967e-06,0.00248584,0.00248965
4,0.0997292,0.00290645,-5.96773,0,2.11186e-06,0.00248648,0.00248859
4.01,0.0997319,0.00190914,-5.96773,0,9.11208e-07,0.00248662,0.00248753
4.02,0.0997247,0.000911858,-5.96772,0,2.07871e-07,0.00248626,0.00248646
4.03,0.0997076,-8.53105e-05,5.76829,0,1.81947e-09,0.0024854,0.0024854
4.04,0.0997223,-0.00108247,5.76828,0,2.92935e-07,0.00248614,0.00248643
4.05,0.0997271,-0.00207973,5.76827,0,1.08132e-06,0.00248637,0.00248746
4.06,0.0997219,-0.00307699,5.76828,0,2.36697e-06,0.00248612,0.00248848
4.07,0.0997068,-0.00407416,5.76829,0,4.14969e-06,0.00248536,0.00248951
4.08,0.0997176,0.0033116,-5.96772,0,2.74168e-06,0.0024859,0.00248864
4.09,0.0997244,0.0023144,-5.96772,0,1.33911e-06,0.00248624,0.00248758
4.1,0.0997212,0.00131717,-5.96772,0,4.33731e-07,0.00248608,0.00248651
4.11,0.0997081,0.000320013,-5.96771,0,2.56021e-08,0.00248543,0.00248545
4.12,0.099709,-0.00067703,5.76829,0,1.14592e-07,0.00248547,0.00248558
4.13,0.0997178,-0.00167418,5.76828,0,7.00717e-07,0.00248591,0.00248661
4.14,0.0997167,-0.00267137,5.76828,0,1.78405e-06,0.00248585,0.00248764
4.15,0.0997056,-0.0036685,5.76829,0,3.36447e-06,0.0024853,0.00248866
4.16,0.0997025,0.00371736,-5.9677,0,3.45469e-06,0.00248515,0.0024886
4.17,0.0997133,0.00272029,-5.96771,0,1.84999e-06,0.00248569,0.00248754
4.18,0.0997142,0.00172315,-5.96771,0,7.42309e-07,0.00248573,0.00248648
4.19,0.0997052,0.000726046,-5.96771,0,1.31786e-07,0.00248528,0.00248541
4.2,0.0996921,-0.000270922,5.76831,0,1.83497e-08,0.00248463,0.00248465
4.21,0.099705,-0.00126792,5.76829,0,4.01905e-07,0.00248527,0.00248568
4.22,0.099708,-0.002265,5.76829,0,1.28256e-06,0.00248542,0.0024867
4.23,0.0997009,-0.00326206,5.7683,0,2.66026e-06,0.00248507,0.00248773
4.24,0.0996839,-0.00425901,5.76832,0,4.53479e-06,0.00248422,0.00248876
4.25,0.0996989,0.00312694,-5.9677,0,2.44444e-06,0.00248497,0.00248741
4.26,0.0997038,0.00212993,-5.9677,0,1.13415e-06,0.00248521,0.00248635
4.27,0.0996989,0.00113291,-5.9677,0,3.20872e-07,0.00248497,0.00248529
4.28,0.0996839,0.000135991,-5.96768,0,4.62339e-09,0.00248422,0.00248422
4.29,0.0996949,-0.000860887,5.76831,0,1.85282e-07,0.00248477,0.00248495
4.3,0.0997019,-0.00185788,5.7683,0,8.62933e-07,0.00248512,0.00248598
4.31,0.0996989,-0.0028549,5.7683,0,2.03762e-06,0.00248497,0.00248701
4.32,0.099686,-0.00385185,5.76831,0,3.70919e-06,0.00248432,0.00248803
4.33,0.099693,0.00353415,-5.96769,0,3.12256e-06,0.00248467,0.0024878
4.34,0.0997021,0.00253718,-5.9677,0,1.60932e-06,0.00248513,0.00248673
4.35,0.0997011,0.00154016,-5.9677,0,5.93025e-07,0.00248508,0.00248567
4.36,0.0996902,0.000543201,-5.96769,0,7.37669e-08,0.00248454,0.00248461
4.37,0.0996873,-0.000453643,5.76831,0,5.14481e-08,0.00248439,0.00248444
4.38,0.0996984,-0.00145058,5.7683,0,5.26049e-07,0.00248494,0.00248547
4.39,0.0996995,-0.00244759,5.7683,0,1.49767e-06,0.002485,0.0024865
4.4,0.0996907,-0.00344456,5.76831,0,2.96625e-06,0.00248456,0.00248752
4.41,0.0996838,0.00394145,-5.96768,0,3.88377e-06,0.00248422,0.0024881
4.42,0.0996969,0.00294455,-5.9677,0,2.1676e-06,0.00248487,0.00248704
4.43,0.0997001,0.00194757,-5.9677,0,9.48257e-07,0.00248503,0.00248597
4.44,0.0996933,0.0009506,-5.96769,0,2.2591e-07,0.00248469,0.00248491
4.45,0.0996765,-4.62553e-05,5.76832,0,5.34888e-10,0.00248385,0.00248385
4.46,0.0996916,-0.00104311,5.76831,0,2.72018e-07,0.0024846,0.00248488
4.47,0.0996968,-0.00204006,5.7683,0,1.04046e-06,0.00248486,0.0024859
4.48,0.099692,-0.00303702,5.76831,0,2.30588e-06,0.00248462,0.00248693
4.49,0.0996773,-0.00403389,5.76832,0,4.06807e-06,0.00248389,0.00248796
4.5,0.0996885,0.00335216,-5.96769,0,2.80925e-06,0.00248445,0.00248726
4.51,0.0996957,0.00235525,-5.9677,0,1.38679e-06,0.00248481,0.00248619
4.52,0.099693,0.0013583,-5.96769,0,4.61245e-07,0.00248467,0.00248513
4.53,0.0996802,0.000361429,-5.96768,0,3.26577e-08,0.00248404,0.00248407
4.54,0.0996815,-0.000635337,5.76832,0,1.00913e-07,0.0024841,0.0024842
4.55,0.0996908,-0.00163221,5.76831,0,6.66028e-07,0.00248456,0.00248523
4.56,0.0996901,-0.00262913,5.76831,0,1.72808e-06,0.00248453,0.00248626
4.57,0.0996794,-0.003626,5.76832,0,3.28697e-06,0.002484,0.00248728
4.58,0.0996767,0.00376012,-5.96768,0,3.53462e-06,0.00248386,0.0024874
4.59,0.099688,0.0027633,-5.96769,0,1.90896e-06,0.00248442,0.00248633
4.6,0.0996893,0.00176641,-5.96769,0,7.80053e-07,0.00248449,0.00248527
4.61,0.0996807,0.000769558,-5.96768,0,1.48055e-07,0.00248406,0.00248421
4.62,0.0996681,-0.000227168,5.76833,0,1.29013e-08,0.00248343,0.00248345
4.63,0.0996814,-0.00122393,5.76832,0,3.74499e-07,0.0024841,0.00248447
4.64,0.0996848,-0.00222077,5.76832,0,1.23296e-06,0.00248427,0.0024855
4.65,0.0996782,-0.00321761,5.76832,0,2.58825e-06,0.00248394,0.00248653
4.66,0.0996617,-0.00421433,5.76834,0,4.44014e-06,0.00248311,0.00248755
4.67,0.0996771,0.00317184,-5.96768,0,2.51514e-06,0.00248388,0.00248639
4.68,0.0996825,0.00217504,-5.96768,0,1.1827e-06,0.00248415,0.00248533
4.69,0.0996779,0.00117824,-5.96768,0,3.47062e-07,0.00248392,0.00248427
4.7,0.0996634,0.000181527,-5.96766,0,8.23802e-09,0.0024832,0.00248321
4.71,0.0996689,-0.000815101,5.76833,0,1.66097e-07,0.00248347,0.00248364
4.72,0.0996763,-0.00181184,5.76832,0,8.20691e-07,0.00248384,0.00248466
4.73,0.0996738,-0.00280861,5.76833,0,1.97207e-06,0.00248372,0.00248569
4.74,0.0996614,-0.0038053,5.76834,0,3.62009e-06,0.0024831,0.00248672
4.75,0.0996629,0.00358098,-5.96766,0,3.20585e-06,0.00248317,0.00248638
4.76,0.0996724,0.0025843,-5.96767,0,1.66965e-06,0.00248365,0.00248532
4.77,0.099672,0.00158758,-5.96767,0,6.30102e-07,0.00248362,0.00248425
4.78,0.0996615,0.000590908,-5.96766,0,8.72929e-08,0.00248311,0.00248319
4.79,0.0996531,-0.000405631,5.76835,0,4.11341e-08,0.00248269,0.00248273
4.8,0.0996647,-0.00140223,5.76834,0,4.91563e-07,0.00248326,0.00248375
4.81,0.0996663,-0.0023989,5.76833,0,1.43868e-06,0.00248334,0.00248478
4.82,0.0996579,-0.00339554,5.76834,0,2.88243e-06,0.00248292,0.00248581
4.83,0.0996456,0.00399081,-5.96765,0,3.98163e-06,0.00248231,0.00248629
4.84,0.0996592,0.00299429,-5.96766,0,2.24144e-06,0.00248299,0.00248523
4.85,0.0996628,0.00199768,-5.96766,0,9.97678e-07,0.00248317,0.00248417
4.86,0.0996565,0.00100108,-5.96766,0,2.50539e-07,0.00248285,0.00248311
4.87,0.0996402,4.58723e-06,-5.96764,0,5.26068e-12,0.00248204,0.00248204
4.88,0.0996499,-0.000991848,5.76835,0,2.45941e-07,0.00248253,0.00248277
4.89,0.0996556,-0.00198839,5.76834,0,9.88423e-07,0.00248281,0.0024838
4.9,0.0996513,-0.00298494,5.76835,0,2.22747e-06,0.0024826,0.00248482
4.91,0.0996371,-0.0039814,5.76836,0,3.96289e-06,0.00248189,0.00248585
4.92,0.0996488,0.00340505,-5.96765,0,2.89859e-06,0.00248247,0.00248537
4.93,0.0996566,0.00240853,-5.96766,0,1.45025e-06,0.00248286,0.00248431
4.94,0.0996544,0.00141197,-5.96765,0,4.98414e-07,0.00248275,0.00248325
4.95,0.0996422,0.000415481,-5.96764,0,4.31562e-08,0.00248214,0.00248218
4.96,0.099644,-0.000580907,5.76836,0,8.43632e-08,0.00248223,0.00248232
4.97,0.0996538,-0.00157741,5.76835,0,6.22054e-07,0.00248272,0.00248334
4.98,0.0996537,-0.00257396,5.76835,0,1.65632e-06,0.00248271,0.00248437
4.99,0.0996435,-0.00357047,5.76836,0,3.18706e-06,0.00248221,0.0024854
5,0.0996414,0.00381601,-5.96764,0,3.64048e-06,0.0024821,0.00248574
